Command line
Loss = 3.7662e-01, PNorm = 60.7427, GNorm = 0.7793, lr_0 = 1.9368e-04
Loss = 3.0265e-01, PNorm = 60.8318, GNorm = 1.3905, lr_0 = 1.9409e-04
Loss = 3.0630e-01, PNorm = 60.9039, GNorm = 0.9210, lr_0 = 1.9449e-04
Loss = 5.6448e-01, PNorm = 60.9678, GNorm = 1.2031, lr_0 = 1.9490e-04
Loss = 2.9432e-01, PNorm = 61.1023, GNorm = 0.7403, lr_0 = 1.9531e-04
Loss = 4.4696e-01, PNorm = 61.1894, GNorm = 0.6710, lr_0 = 1.9572e-04
Loss = 4.8155e-01, PNorm = 61.3528, GNorm = 0.7130, lr_0 = 1.9612e-04
Loss = 4.4017e-01, PNorm = 61.5612, GNorm = 0.7320, lr_0 = 1.9653e-04
Loss = 5.1267e-01, PNorm = 61.7726, GNorm = 1.0725, lr_0 = 1.9694e-04
Loss = 4.7995e-01, PNorm = 62.0200, GNorm = 1.2919, lr_0 = 1.9734e-04
Loss = 4.2673e-01, PNorm = 62.2522, GNorm = 1.0986, lr_0 = 1.9775e-04
Loss = 3.7200e-01, PNorm = 62.4369, GNorm = 2.5320, lr_0 = 1.9816e-04
Loss = 3.5863e-01, PNorm = 62.5688, GNorm = 1.0644, lr_0 = 1.9857e-04
Loss = 4.9205e-01, PNorm = 62.7393, GNorm = 1.2191, lr_0 = 1.9897e-04
Loss = 4.1722e-01, PNorm = 62.9198, GNorm = 1.3064, lr_0 = 1.9938e-04
Loss = 3.1448e-01, PNorm = 63.0813, GNorm = 0.6983, lr_0 = 1.9979e-04
Loss = 2.8610e-01, PNorm = 63.1947, GNorm = 0.5512, lr_0 = 2.0019e-04
Loss = 3.2013e-01, PNorm = 63.3072, GNorm = 0.7583, lr_0 = 2.0060e-04
Loss = 4.8624e-01, PNorm = 63.4572, GNorm = 0.6608, lr_0 = 2.0101e-04
Loss = 4.2411e-01, PNorm = 63.6547, GNorm = 0.5669, lr_0 = 2.0142e-04
Loss = 3.4581e-01, PNorm = 63.8012, GNorm = 0.7064, lr_0 = 2.0182e-04
Loss = 4.7464e-01, PNorm = 63.9696, GNorm = 0.6851, lr_0 = 2.0223e-04
Loss = 3.0993e-01, PNorm = 64.1645, GNorm = 0.8104, lr_0 = 2.0264e-04
Loss = 5.0357e-01, PNorm = 64.3110, GNorm = 0.8401, lr_0 = 2.0304e-04
Loss = 3.0846e-01, PNorm = 64.4853, GNorm = 1.1552, lr_0 = 2.0345e-04
Loss = 3.3060e-01, PNorm = 64.5854, GNorm = 0.5235, lr_0 = 2.0386e-04
Loss = 4.4449e-01, PNorm = 64.7075, GNorm = 0.8962, lr_0 = 2.0427e-04
Loss = 4.1703e-01, PNorm = 64.8448, GNorm = 1.0813, lr_0 = 2.0467e-04
Loss = 3.7547e-01, PNorm = 64.9984, GNorm = 0.8885, lr_0 = 2.0508e-04
Loss = 3.8330e-01, PNorm = 65.1180, GNorm = 2.4865, lr_0 = 2.0549e-04
Loss = 4.0142e-01, PNorm = 65.2834, GNorm = 0.7939, lr_0 = 2.0589e-04
Loss = 3.6978e-01, PNorm = 65.4462, GNorm = 0.5474, lr_0 = 2.0630e-04
Loss = 6.1647e-01, PNorm = 65.6275, GNorm = 2.1654, lr_0 = 2.0671e-04
Loss = 4.3081e-01, PNorm = 65.9063, GNorm = 0.9680, lr_0 = 2.0712e-04
Loss = 3.6290e-01, PNorm = 66.0777, GNorm = 1.0282, lr_0 = 2.0752e-04
Loss = 3.2850e-01, PNorm = 66.2734, GNorm = 0.9209, lr_0 = 2.0793e-04
Loss = 3.0678e-01, PNorm = 66.4133, GNorm = 1.1405, lr_0 = 2.0834e-04
Loss = 3.4970e-01, PNorm = 66.4983, GNorm = 0.6885, lr_0 = 2.0874e-04
Loss = 2.5699e-01, PNorm = 66.6362, GNorm = 0.5414, lr_0 = 2.0915e-04
Loss = 4.4783e-01, PNorm = 66.7189, GNorm = 1.4112, lr_0 = 2.0956e-04
Loss = 3.5835e-01, PNorm = 66.8582, GNorm = 0.8218, lr_0 = 2.0997e-04
Loss = 5.8877e-01, PNorm = 67.0340, GNorm = 1.0476, lr_0 = 2.1037e-04
Loss = 2.9772e-01, PNorm = 67.2535, GNorm = 0.6425, lr_0 = 2.1078e-04
Loss = 3.4996e-01, PNorm = 67.3689, GNorm = 1.1852, lr_0 = 2.1119e-04
Loss = 4.5310e-01, PNorm = 67.5057, GNorm = 1.5286, lr_0 = 2.1159e-04
Loss = 3.8988e-01, PNorm = 67.6692, GNorm = 1.5520, lr_0 = 2.1200e-04
Loss = 3.6147e-01, PNorm = 67.7872, GNorm = 0.6495, lr_0 = 2.1241e-04
Loss = 3.2957e-01, PNorm = 67.9444, GNorm = 0.9087, lr_0 = 2.1282e-04
Loss = 5.1545e-01, PNorm = 68.1177, GNorm = 1.2778, lr_0 = 2.1322e-04
Loss = 3.4402e-01, PNorm = 68.3656, GNorm = 0.9872, lr_0 = 2.1363e-04
Loss = 4.3627e-01, PNorm = 68.5449, GNorm = 0.7951, lr_0 = 2.1404e-04
Loss = 4.2225e-01, PNorm = 68.6956, GNorm = 0.8203, lr_0 = 2.1444e-04
Loss = 4.5612e-01, PNorm = 68.8372, GNorm = 0.6583, lr_0 = 2.1485e-04
Loss = 4.3194e-01, PNorm = 69.0084, GNorm = 1.3146, lr_0 = 2.1526e-04
Loss = 3.5683e-01, PNorm = 69.1610, GNorm = 0.5285, lr_0 = 2.1567e-04
Loss = 4.1292e-01, PNorm = 69.3097, GNorm = 0.8201, lr_0 = 2.1607e-04
Loss = 3.1426e-01, PNorm = 69.4803, GNorm = 0.6195, lr_0 = 2.1648e-04
Loss = 5.6327e-01, PNorm = 69.6298, GNorm = 0.8172, lr_0 = 2.1689e-04
Loss = 2.8046e-01, PNorm = 69.9033, GNorm = 0.6641, lr_0 = 2.1729e-04
Loss = 4.4131e-01, PNorm = 70.0499, GNorm = 0.7259, lr_0 = 2.1770e-04
Loss = 3.0911e-01, PNorm = 70.2257, GNorm = 0.7132, lr_0 = 2.1811e-04
Loss = 3.9342e-01, PNorm = 70.3788, GNorm = 0.4960, lr_0 = 2.1852e-04
Loss = 4.2001e-01, PNorm = 70.5020, GNorm = 1.5645, lr_0 = 2.1892e-04
Loss = 4.5879e-01, PNorm = 70.7622, GNorm = 0.8353, lr_0 = 2.1933e-04
Loss = 4.7921e-01, PNorm = 70.9942, GNorm = 1.4722, lr_0 = 2.1974e-04
Loss = 3.7813e-01, PNorm = 71.2125, GNorm = 0.7557, lr_0 = 2.2014e-04
Loss = 4.9331e-01, PNorm = 71.4196, GNorm = 0.7346, lr_0 = 2.2055e-04
Loss = 4.5048e-01, PNorm = 71.6132, GNorm = 0.6820, lr_0 = 2.2096e-04
Loss = 4.3211e-01, PNorm = 71.8395, GNorm = 0.9756, lr_0 = 2.2137e-04
Loss = 4.3001e-01, PNorm = 72.0017, GNorm = 0.5600, lr_0 = 2.2177e-04
Loss = 3.1210e-01, PNorm = 72.1784, GNorm = 0.5356, lr_0 = 2.2218e-04
Loss = 3.6417e-01, PNorm = 72.3632, GNorm = 0.9111, lr_0 = 2.2259e-04
Loss = 3.9149e-01, PNorm = 72.5779, GNorm = 0.9649, lr_0 = 2.2299e-04
Loss = 2.9345e-01, PNorm = 72.7491, GNorm = 1.7834, lr_0 = 2.2340e-04
Loss = 3.2616e-01, PNorm = 72.8657, GNorm = 1.6169, lr_0 = 2.2381e-04
Loss = 4.6746e-01, PNorm = 73.0686, GNorm = 1.1773, lr_0 = 2.2422e-04
Loss = 3.5208e-01, PNorm = 73.3029, GNorm = 1.4598, lr_0 = 2.2462e-04
Loss = 3.3756e-01, PNorm = 73.4619, GNorm = 0.5239, lr_0 = 2.2503e-04
Loss = 4.2699e-01, PNorm = 73.6390, GNorm = 1.0387, lr_0 = 2.2544e-04
Loss = 5.6936e-01, PNorm = 73.8463, GNorm = 1.0462, lr_0 = 2.2584e-04
Loss = 4.6883e-01, PNorm = 74.1230, GNorm = 1.1705, lr_0 = 2.2625e-04
Loss = 3.6779e-01, PNorm = 74.3972, GNorm = 0.4711, lr_0 = 2.2666e-04
Loss = 5.3205e-01, PNorm = 74.6627, GNorm = 0.6021, lr_0 = 2.2707e-04
Loss = 4.9169e-01, PNorm = 75.0335, GNorm = 1.8135, lr_0 = 2.2747e-04
Loss = 3.8328e-01, PNorm = 75.4193, GNorm = 0.7400, lr_0 = 2.2788e-04
Loss = 2.4222e-01, PNorm = 75.7833, GNorm = 0.8758, lr_0 = 2.2829e-04
Loss = 3.3004e-01, PNorm = 75.9685, GNorm = 0.5770, lr_0 = 2.2869e-04
Loss = 3.8011e-01, PNorm = 76.1582, GNorm = 0.6012, lr_0 = 2.2910e-04
Loss = 3.3897e-01, PNorm = 76.3623, GNorm = 0.7299, lr_0 = 2.2951e-04
Loss = 4.4772e-01, PNorm = 76.5459, GNorm = 0.6279, lr_0 = 2.2991e-04
Loss = 3.3820e-01, PNorm = 76.8655, GNorm = 0.4012, lr_0 = 2.3032e-04
Loss = 4.0140e-01, PNorm = 77.1123, GNorm = 1.4119, lr_0 = 2.3073e-04
Loss = 3.4260e-01, PNorm = 77.3397, GNorm = 0.9245, lr_0 = 2.3114e-04
Loss = 4.3831e-01, PNorm = 77.5786, GNorm = 0.9841, lr_0 = 2.3154e-04
Loss = 4.7352e-01, PNorm = 77.9712, GNorm = 1.3013, lr_0 = 2.3195e-04
Loss = 3.9606e-01, PNorm = 78.3989, GNorm = 0.9410, lr_0 = 2.3236e-04
Loss = 3.5802e-01, PNorm = 78.8255, GNorm = 0.7220, lr_0 = 2.3276e-04
Loss = 4.7674e-01, PNorm = 79.1980, GNorm = 0.5755, lr_0 = 2.3317e-04
Loss = 3.8713e-01, PNorm = 79.5601, GNorm = 0.8657, lr_0 = 2.3358e-04
Loss = 3.3934e-01, PNorm = 79.9778, GNorm = 0.6263, lr_0 = 2.3399e-04
Loss = 4.1738e-01, PNorm = 80.3052, GNorm = 1.1045, lr_0 = 2.3439e-04
Loss = 5.1163e-01, PNorm = 80.6663, GNorm = 0.6888, lr_0 = 2.3480e-04
Loss = 3.6617e-01, PNorm = 81.0710, GNorm = 0.4482, lr_0 = 2.3521e-04
Loss = 4.0084e-01, PNorm = 81.3187, GNorm = 2.1538, lr_0 = 2.3561e-04
Loss = 3.7689e-01, PNorm = 81.4924, GNorm = 0.9376, lr_0 = 2.3602e-04
Loss = 4.7803e-01, PNorm = 81.6942, GNorm = 0.5810, lr_0 = 2.3643e-04
Loss = 3.9854e-01, PNorm = 81.9001, GNorm = 1.2088, lr_0 = 2.3684e-04
Loss = 3.3092e-01, PNorm = 82.0879, GNorm = 0.5176, lr_0 = 2.3724e-04
Loss = 3.4876e-01, PNorm = 82.2689, GNorm = 0.5050, lr_0 = 2.3765e-04
Loss = 3.6740e-01, PNorm = 82.3935, GNorm = 0.5745, lr_0 = 2.3806e-04
Loss = 5.1845e-01, PNorm = 82.5694, GNorm = 0.7432, lr_0 = 2.3846e-04
Loss = 3.7445e-01, PNorm = 82.8731, GNorm = 0.5106, lr_0 = 2.3887e-04
Loss = 4.1538e-01, PNorm = 83.0832, GNorm = 0.7237, lr_0 = 2.3928e-04
Loss = 4.7602e-01, PNorm = 83.3966, GNorm = 0.6389, lr_0 = 2.3969e-04
Loss = 4.4418e-01, PNorm = 83.7070, GNorm = 0.5160, lr_0 = 2.4009e-04
Loss = 3.3903e-01, PNorm = 83.9625, GNorm = 0.5232, lr_0 = 2.4050e-04
Loss = 3.9697e-01, PNorm = 84.1821, GNorm = 0.5881, lr_0 = 2.4091e-04
Loss = 3.9248e-01, PNorm = 84.3853, GNorm = 0.8953, lr_0 = 2.4131e-04
Loss = 2.7609e-01, PNorm = 84.5541, GNorm = 0.7438, lr_0 = 2.4172e-04
Loss = 4.6440e-01, PNorm = 84.6962, GNorm = 0.9577, lr_0 = 2.4213e-04
Loss = 4.6129e-01, PNorm = 85.0523, GNorm = 0.6244, lr_0 = 2.4254e-04
Loss = 2.3033e-01, PNorm = 85.3462, GNorm = 0.3928, lr_0 = 2.4294e-04
Loss = 2.9255e-01, PNorm = 85.4944, GNorm = 1.0343, lr_0 = 2.4335e-04
Loss = 4.5736e-01, PNorm = 85.6915, GNorm = 0.6970, lr_0 = 2.4376e-04
Loss = 4.3945e-01, PNorm = 86.0444, GNorm = 1.0239, lr_0 = 2.4416e-04
Loss = 3.7330e-01, PNorm = 86.3162, GNorm = 0.8852, lr_0 = 2.4457e-04
Loss = 3.7884e-01, PNorm = 86.6105, GNorm = 0.4921, lr_0 = 2.4498e-04
Loss = 2.9667e-01, PNorm = 86.8392, GNorm = 0.5573, lr_0 = 2.4539e-04
Loss = 3.4794e-01, PNorm = 87.0180, GNorm = 0.6043, lr_0 = 2.4579e-04
Loss = 3.1698e-01, PNorm = 87.2820, GNorm = 0.4900, lr_0 = 2.4620e-04
Loss = 2.9064e-01, PNorm = 87.4967, GNorm = 0.3214, lr_0 = 2.4661e-04
Loss = 5.2921e-01, PNorm = 87.7345, GNorm = 0.7761, lr_0 = 2.4701e-04
Loss = 3.4381e-01, PNorm = 88.2296, GNorm = 0.3555, lr_0 = 2.4742e-04
Loss = 3.8807e-01, PNorm = 88.4920, GNorm = 1.2962, lr_0 = 2.4783e-04
Loss = 2.3005e-01, PNorm = 88.6658, GNorm = 0.4863, lr_0 = 2.4824e-04
Loss = 5.1720e-01, PNorm = 88.7942, GNorm = 0.9599, lr_0 = 2.4864e-04
Loss = 3.7036e-01, PNorm = 89.0512, GNorm = 0.6693, lr_0 = 2.4905e-04
Loss = 4.1710e-01, PNorm = 89.3553, GNorm = 0.5703, lr_0 = 2.4946e-04
Loss = 4.8568e-01, PNorm = 89.6144, GNorm = 0.6906, lr_0 = 2.4986e-04
Loss = 5.7679e-01, PNorm = 89.8622, GNorm = 1.6134, lr_0 = 2.5027e-04
Loss = 3.5127e-01, PNorm = 90.1530, GNorm = 0.4562, lr_0 = 2.5068e-04
Loss = 4.0599e-01, PNorm = 90.3601, GNorm = 0.7789, lr_0 = 2.5109e-04
Loss = 4.0605e-01, PNorm = 90.5689, GNorm = 0.8287, lr_0 = 2.5149e-04
Loss = 3.9515e-01, PNorm = 90.8577, GNorm = 0.7792, lr_0 = 2.5190e-04
Loss = 3.8780e-01, PNorm = 91.1016, GNorm = 1.6286, lr_0 = 2.5231e-04
Loss = 3.9859e-01, PNorm = 91.3520, GNorm = 0.5626, lr_0 = 2.5271e-04
Loss = 3.3004e-01, PNorm = 91.6106, GNorm = 0.5530, lr_0 = 2.5312e-04
Loss = 3.2397e-01, PNorm = 91.7681, GNorm = 0.5785, lr_0 = 2.5353e-04
Loss = 2.9559e-01, PNorm = 91.8871, GNorm = 0.4296, lr_0 = 2.5394e-04
Loss = 4.1546e-01, PNorm = 92.0049, GNorm = 0.4885, lr_0 = 2.5434e-04
Loss = 4.2244e-01, PNorm = 92.1489, GNorm = 0.7030, lr_0 = 2.5475e-04
Loss = 3.6238e-01, PNorm = 92.3479, GNorm = 0.6785, lr_0 = 2.5516e-04
Loss = 3.2840e-01, PNorm = 92.5793, GNorm = 0.5738, lr_0 = 2.5556e-04
Loss = 4.3408e-01, PNorm = 92.8147, GNorm = 0.9819, lr_0 = 2.5597e-04
Loss = 4.9276e-01, PNorm = 93.2243, GNorm = 0.8601, lr_0 = 2.5638e-04
Loss = 3.1829e-01, PNorm = 93.6146, GNorm = 0.6617, lr_0 = 2.5679e-04
Loss = 3.9490e-01, PNorm = 93.9301, GNorm = 1.1089, lr_0 = 2.5719e-04
Loss = 4.2004e-01, PNorm = 94.2527, GNorm = 0.6860, lr_0 = 2.5760e-04
Loss = 3.4323e-01, PNorm = 94.6422, GNorm = 0.8644, lr_0 = 2.5801e-04
Loss = 3.9176e-01, PNorm = 94.9626, GNorm = 0.6881, lr_0 = 2.5841e-04
Loss = 3.9293e-01, PNorm = 95.2531, GNorm = 0.6544, lr_0 = 2.5882e-04
Loss = 4.3415e-01, PNorm = 95.4800, GNorm = 1.4241, lr_0 = 2.5923e-04
Loss = 3.1770e-01, PNorm = 95.7314, GNorm = 0.4193, lr_0 = 2.5964e-04
Loss = 3.9482e-01, PNorm = 96.0060, GNorm = 0.4484, lr_0 = 2.6004e-04
Loss = 5.2802e-01, PNorm = 96.3064, GNorm = 0.8666, lr_0 = 2.6045e-04
Loss = 3.5464e-01, PNorm = 96.6125, GNorm = 0.3133, lr_0 = 2.6086e-04
Loss = 4.3861e-01, PNorm = 96.8212, GNorm = 0.5829, lr_0 = 2.6126e-04
Loss = 3.1257e-01, PNorm = 97.1120, GNorm = 0.5190, lr_0 = 2.6167e-04
Loss = 4.3248e-01, PNorm = 97.3041, GNorm = 0.8011, lr_0 = 2.6208e-04
Loss = 4.3382e-01, PNorm = 97.5845, GNorm = 0.8574, lr_0 = 2.6249e-04
Loss = 3.7859e-01, PNorm = 97.9166, GNorm = 0.6714, lr_0 = 2.6289e-04
Loss = 3.9640e-01, PNorm = 98.1628, GNorm = 0.5434, lr_0 = 2.6330e-04
Loss = 3.0979e-01, PNorm = 98.3931, GNorm = 1.1889, lr_0 = 2.6371e-04
Loss = 4.2787e-01, PNorm = 98.5543, GNorm = 0.5629, lr_0 = 2.6411e-04
Loss = 3.1808e-01, PNorm = 98.7457, GNorm = 0.5396, lr_0 = 2.6452e-04
Loss = 3.8465e-01, PNorm = 98.8698, GNorm = 0.7185, lr_0 = 2.6493e-04
Loss = 4.5758e-01, PNorm = 99.1339, GNorm = 1.3085, lr_0 = 2.6534e-04
Loss = 4.9946e-01, PNorm = 99.5377, GNorm = 0.6683, lr_0 = 2.6574e-04
Loss = 4.4276e-01, PNorm = 100.0741, GNorm = 0.8927, lr_0 = 2.6615e-04
Loss = 3.5157e-01, PNorm = 100.6457, GNorm = 0.9428, lr_0 = 2.6656e-04
Loss = 3.4661e-01, PNorm = 101.1320, GNorm = 0.8370, lr_0 = 2.6696e-04
Loss = 3.9428e-01, PNorm = 101.5959, GNorm = 1.6158, lr_0 = 2.6737e-04
Loss = 3.6373e-01, PNorm = 102.0223, GNorm = 0.6555, lr_0 = 2.6778e-04
Loss = 6.0558e-01, PNorm = 102.5220, GNorm = 0.6404, lr_0 = 2.6819e-04
Loss = 4.3071e-01, PNorm = 103.0323, GNorm = 0.7298, lr_0 = 2.6859e-04
Loss = 3.7815e-01, PNorm = 103.3654, GNorm = 0.8289, lr_0 = 2.6900e-04
Loss = 4.7294e-01, PNorm = 103.6333, GNorm = 0.6842, lr_0 = 2.6941e-04
Loss = 4.9493e-01, PNorm = 103.8882, GNorm = 0.6481, lr_0 = 2.6981e-04
Loss = 3.5010e-01, PNorm = 104.1534, GNorm = 0.6789, lr_0 = 2.7022e-04
Loss = 3.4830e-01, PNorm = 104.4235, GNorm = 1.0895, lr_0 = 2.7063e-04
Loss = 3.1100e-01, PNorm = 104.6145, GNorm = 1.1364, lr_0 = 2.7104e-04
Loss = 5.5269e-01, PNorm = 104.8389, GNorm = 0.6183, lr_0 = 2.7144e-04
Loss = 3.2527e-01, PNorm = 105.0574, GNorm = 0.6688, lr_0 = 2.7185e-04
Loss = 3.2533e-01, PNorm = 105.1874, GNorm = 0.4367, lr_0 = 2.7226e-04
Loss = 3.3011e-01, PNorm = 105.3101, GNorm = 0.8375, lr_0 = 2.7266e-04
Loss = 3.3993e-01, PNorm = 105.4221, GNorm = 0.8727, lr_0 = 2.7307e-04
Loss = 3.4489e-01, PNorm = 105.5732, GNorm = 0.5966, lr_0 = 2.7348e-04
Loss = 4.5083e-01, PNorm = 105.8635, GNorm = 0.4682, lr_0 = 2.7388e-04
Loss = 4.0390e-01, PNorm = 106.2640, GNorm = 0.4085, lr_0 = 2.7429e-04
Loss = 5.2422e-01, PNorm = 106.5695, GNorm = 1.4221, lr_0 = 2.7470e-04
Loss = 3.8534e-01, PNorm = 106.8848, GNorm = 0.5517, lr_0 = 2.7511e-04
Loss = 4.8796e-01, PNorm = 107.1222, GNorm = 1.0456, lr_0 = 2.7551e-04
Loss = 3.8271e-01, PNorm = 107.4564, GNorm = 0.8244, lr_0 = 2.7592e-04
Loss = 3.6212e-01, PNorm = 107.6911, GNorm = 0.7765, lr_0 = 2.7633e-04
Loss = 4.2419e-01, PNorm = 107.9732, GNorm = 0.9332, lr_0 = 2.7673e-04
Loss = 3.8084e-01, PNorm = 108.2173, GNorm = 1.6195, lr_0 = 2.7714e-04
Loss = 2.3168e-01, PNorm = 108.4135, GNorm = 0.6726, lr_0 = 2.7755e-04
Loss = 4.2634e-01, PNorm = 108.5920, GNorm = 1.5665, lr_0 = 2.7796e-04
Loss = 3.6878e-01, PNorm = 108.8331, GNorm = 0.6540, lr_0 = 2.7836e-04
Loss = 3.7794e-01, PNorm = 109.1008, GNorm = 0.7072, lr_0 = 2.7877e-04
Loss = 4.1357e-01, PNorm = 109.3441, GNorm = 0.6325, lr_0 = 2.7918e-04
Loss = 4.0271e-01, PNorm = 109.5619, GNorm = 0.4842, lr_0 = 2.7958e-04
Loss = 2.4840e-01, PNorm = 109.7268, GNorm = 0.3759, lr_0 = 2.7999e-04
Loss = 4.4556e-01, PNorm = 109.8343, GNorm = 1.3022, lr_0 = 2.8040e-04
Loss = 3.5833e-01, PNorm = 110.0889, GNorm = 0.3324, lr_0 = 2.8081e-04
Loss = 3.8338e-01, PNorm = 110.3243, GNorm = 0.3687, lr_0 = 2.8121e-04
Loss = 3.8315e-01, PNorm = 110.5279, GNorm = 0.7580, lr_0 = 2.8162e-04
Loss = 4.1974e-01, PNorm = 110.7164, GNorm = 0.8192, lr_0 = 2.8203e-04
Loss = 3.0544e-01, PNorm = 110.9344, GNorm = 0.9767, lr_0 = 2.8243e-04
Loss = 3.5111e-01, PNorm = 111.0983, GNorm = 1.0160, lr_0 = 2.8284e-04
Loss = 3.6533e-01, PNorm = 111.2855, GNorm = 1.3517, lr_0 = 2.8325e-04
Loss = 4.6140e-01, PNorm = 111.4768, GNorm = 0.5729, lr_0 = 2.8366e-04
Loss = 3.0080e-01, PNorm = 111.7063, GNorm = 0.4431, lr_0 = 2.8406e-04
Loss = 5.2513e-01, PNorm = 111.8903, GNorm = 1.5112, lr_0 = 2.8447e-04
Loss = 4.0915e-01, PNorm = 112.1488, GNorm = 0.4004, lr_0 = 2.8488e-04
Loss = 3.3052e-01, PNorm = 112.3485, GNorm = 0.5598, lr_0 = 2.8528e-04
Loss = 2.9627e-01, PNorm = 112.5383, GNorm = 0.6649, lr_0 = 2.8569e-04
Loss = 3.7923e-01, PNorm = 112.6728, GNorm = 0.7640, lr_0 = 2.8610e-04
Loss = 2.9677e-01, PNorm = 112.8711, GNorm = 0.4647, lr_0 = 2.8651e-04
Loss = 4.4131e-01, PNorm = 113.0062, GNorm = 0.7228, lr_0 = 2.8691e-04
Loss = 3.5988e-01, PNorm = 113.1695, GNorm = 0.4492, lr_0 = 2.8732e-04
Loss = 4.6693e-01, PNorm = 113.3176, GNorm = 0.6021, lr_0 = 2.8773e-04
Loss = 3.4789e-01, PNorm = 113.5592, GNorm = 0.6835, lr_0 = 2.8813e-04
Loss = 2.1980e-01, PNorm = 113.7208, GNorm = 0.7071, lr_0 = 2.8854e-04
Loss = 3.7741e-01, PNorm = 113.8154, GNorm = 0.4552, lr_0 = 2.8895e-04
Loss = 3.1609e-01, PNorm = 113.9249, GNorm = 0.4317, lr_0 = 2.8936e-04
Loss = 3.0131e-01, PNorm = 114.0228, GNorm = 0.5773, lr_0 = 2.8976e-04
Loss = 3.2959e-01, PNorm = 114.1252, GNorm = 0.4798, lr_0 = 2.9017e-04
Loss = 3.1640e-01, PNorm = 114.2394, GNorm = 0.7366, lr_0 = 2.9058e-04
Loss = 4.0965e-01, PNorm = 114.3894, GNorm = 1.0743, lr_0 = 2.9098e-04
Loss = 4.4883e-01, PNorm = 114.6616, GNorm = 0.5018, lr_0 = 2.9139e-04
Loss = 3.8322e-01, PNorm = 114.9231, GNorm = 0.5692, lr_0 = 2.9180e-04
Loss = 3.2381e-01, PNorm = 115.1216, GNorm = 0.7463, lr_0 = 2.9221e-04
Loss = 3.9679e-01, PNorm = 115.2925, GNorm = 0.6109, lr_0 = 2.9261e-04
Loss = 3.8792e-01, PNorm = 115.5270, GNorm = 0.5128, lr_0 = 2.9302e-04
Loss = 4.3138e-01, PNorm = 115.7270, GNorm = 0.5899, lr_0 = 2.9343e-04
Loss = 4.6729e-01, PNorm = 115.9611, GNorm = 0.5247, lr_0 = 2.9383e-04
Loss = 4.0762e-01, PNorm = 116.1988, GNorm = 0.6259, lr_0 = 2.9424e-04
Loss = 3.2063e-01, PNorm = 116.3448, GNorm = 0.5060, lr_0 = 2.9465e-04
Loss = 3.8785e-01, PNorm = 116.4795, GNorm = 0.7390, lr_0 = 2.9506e-04
Loss = 2.3265e-01, PNorm = 116.6710, GNorm = 0.3559, lr_0 = 2.9546e-04
Loss = 3.8682e-01, PNorm = 116.8045, GNorm = 0.7646, lr_0 = 2.9587e-04
Loss = 3.5263e-01, PNorm = 116.9954, GNorm = 0.9599, lr_0 = 2.9628e-04
Loss = 4.0372e-01, PNorm = 117.1619, GNorm = 0.5449, lr_0 = 2.9668e-04
Loss = 4.2240e-01, PNorm = 117.4121, GNorm = 0.9008, lr_0 = 2.9709e-04
Loss = 4.4290e-01, PNorm = 117.6927, GNorm = 1.0981, lr_0 = 2.9750e-04
Loss = 4.0256e-01, PNorm = 117.9005, GNorm = 1.1725, lr_0 = 2.9791e-04
Loss = 3.1098e-01, PNorm = 118.0691, GNorm = 0.4819, lr_0 = 2.9831e-04
Loss = 3.6506e-01, PNorm = 118.1861, GNorm = 0.6582, lr_0 = 2.9872e-04
Loss = 3.9908e-01, PNorm = 118.2916, GNorm = 0.8522, lr_0 = 2.9913e-04
Loss = 3.9753e-01, PNorm = 118.4141, GNorm = 0.4430, lr_0 = 2.9953e-04
Loss = 4.4158e-01, PNorm = 118.5296, GNorm = 0.8514, lr_0 = 2.9994e-04
Loss = 3.9855e-01, PNorm = 118.6443, GNorm = 0.7173, lr_0 = 3.0035e-04
Loss = 3.6952e-01, PNorm = 118.7194, GNorm = 0.4919, lr_0 = 3.0076e-04
Loss = 3.7762e-01, PNorm = 118.8231, GNorm = 1.0480, lr_0 = 3.0116e-04
Loss = 2.9275e-01, PNorm = 118.9136, GNorm = 0.3155, lr_0 = 3.0157e-04
Loss = 2.6825e-01, PNorm = 118.9614, GNorm = 0.5144, lr_0 = 3.0198e-04
Loss = 3.1542e-01, PNorm = 119.0296, GNorm = 0.5345, lr_0 = 3.0238e-04
Loss = 4.0563e-01, PNorm = 119.1338, GNorm = 0.7061, lr_0 = 3.0279e-04
Loss = 3.3217e-01, PNorm = 119.2337, GNorm = 1.0899, lr_0 = 3.0320e-04
Loss = 4.4639e-01, PNorm = 119.3748, GNorm = 1.4178, lr_0 = 3.0361e-04
Loss = 3.3201e-01, PNorm = 119.5953, GNorm = 0.6654, lr_0 = 3.0401e-04
Loss = 4.7749e-01, PNorm = 119.7354, GNorm = 0.8288, lr_0 = 3.0442e-04
Loss = 3.2481e-01, PNorm = 119.9964, GNorm = 0.6222, lr_0 = 3.0483e-04
Loss = 3.3252e-01, PNorm = 120.1455, GNorm = 0.6904, lr_0 = 3.0523e-04
Loss = 2.7948e-01, PNorm = 120.2512, GNorm = 0.5243, lr_0 = 3.0564e-04
Loss = 3.2933e-01, PNorm = 120.3201, GNorm = 0.5108, lr_0 = 3.0605e-04
Loss = 2.8894e-01, PNorm = 120.3841, GNorm = 0.6667, lr_0 = 3.0646e-04
Loss = 3.3557e-01, PNorm = 120.4970, GNorm = 0.4822, lr_0 = 3.0686e-04
